entity,step,gdp,unemployment,inflation,resilience_score,fiscal_response
"Public Sector

Mexico
Russia

Central Government

Total",16,94.3882277417922,6.344010174771462,5.195038312907923,2.8,4.0
"Public Sector

Mexico
Russia

Central Government

Total",17,93.90168163297703,5.855049359295015,4.97275381269279,2.8,4.0
"Public Sector

Mexico
Russia

Central Government

Total",18,94.52967449038213,5.909031007889448,4.825766924263471,2.8,4.0
"Public Sector

Mexico
Russia

Central Government

Total",19,93.78783681319486,5.631088455110551,4.823472318841236,2.8,4.0
"Public Sector

Mexico
Russia

Central Government

Total",20,94.37454211585785,5.496604533076575,4.969823818173796,2.8,4.0
"Public Sector

Mexico
Russia

Central Government

Total",21,94.2724949918549,5.610322363699734,4.756292211651464,2.8,4.0
Measures,0,100.0,5.0,2.0,0.0,0.0
Measures,1,99.24125888003303,4.991957113276611,1.5695261523813697,0.0,0.0
Measures,2,98.08827499353363,5.227767391117481,2.0507142888860894,0.0,0.0
Measures,3,96.07151498227498,5.624308493503236,2.2850044474185673,0.0,0.0
Measures,4,95.92123886128542,5.902303850063244,2.0725898460046457,0.0,0.0
Measures,5,96.11605380581061,5.7257240849755915,1.8416735796796289,0.0,0.0
Measures,6,97.84094285764853,5.453911262621467,1.8360715576073128,0.0,0.0
Measures,7,97.26528049931423,5.6301050205978775,1.7749343697252924,0.0,0.0
Measures,8,99.32473383988282,5.495011912359912,1.807416359258536,0.0,0.0
Measures,9,100.607226972784,5.541055434846045,1.9542611971004458,0.0,0.0
Measures,10,100.76968411733128,5.945126270424606,1.7261288524807206,0.0,0.0
Measures,11,93.71580622911809,10.145126270424605,4.526128852480721,0.0,0.0
Measures,12,95.32217698954882,10.37464661243452,4.478924782253003,0.0,0.0
Measures,13,95.66367793457466,10.184674356700656,4.741245468785403,0.0,0.0
Measures,14,95.09250265081396,10.231483080164583,4.499640258317846,0.0,0.0
Measures,15,95.241596682691,10.302627713672415,4.450293892685905,0.0,0.0
Measures,16,95.79472502703742,8.351973285952043,4.80524850232478,2.8,4.0
Measures,17,95.52505584922453,8.445779081930123,5.220541435227265,2.8,4.0
Measures,18,95.58224186660856,8.575503252331314,5.128799988451405,2.8,4.0
Measures,19,96.73349238130919,8.64404288691263,5.5578914608387935,2.8,4.0
Measures,20,95.86459183554986,8.487513235213564,5.825490489098835,2.8,4.0
Measures,21,94.08010217196698,8.257765101464873,6.196716171342515,2.8,4.0
An,0,100.0,5.0,2.0,0.0,0.0
An,1,101.24277989372214,5.096946369258341,1.4562541934788689,0.0,0.0
An,2,102.2891110994196,5.082493577267414,1.4140968694947185,0.0,0.0
An,3,104.31058367907237,5.093190289081067,1.5897406246787622,0.0,0.0
An,4,105.37974443211789,5.4586520263894815,2.175285577371872,0.0,0.0
An,5,105.0001706010614,5.668804948454148,1.8114505635453615,0.0,0.0
An,6,106.01252614497966,5.546551844297811,2.0856860921109575,0.0,0.0
An,7,106.19610021548675,5.750853222924028,1.8766582848190976,0.0,0.0
An,8,105.83609028667928,5.557073118611231,1.601299372841504,0.0,0.0
An,9,105.96719345779329,5.6359606103935125,1.7744103097110626,0.0,0.0
An,10,106.01294394106004,5.382963416631198,1.7093426131158926,0.0,0.0
An,11,98.59203786518583,9.582963416631198,4.5093426131158925,0.0,0.0
An,12,99.57520930255883,9.146515110888112,4.487293993999957,0.0,0.0
An,13,99.02900377911287,9.277808753520937,4.304643649698078,0.0,0.0
An,14,99.22298940893262,9.18523241927641,4.927124579535644,0.0,0.0
An,15,100.77169903068702,9.179433841375404,4.684552408265069,0.0,0.0
An,16,103.90595837203648,6.873176237822339,5.675975870220148,2.8,4.0
An,17,105.1545532546109,6.947839742594082,5.310385555428018,2.8,4.0
An,18,103.41667332321954,6.90319657346545,5.359389904134474,2.8,4.0
An,19,103.25618792282316,6.733720188738867,5.549729263118661,2.8,4.0
An,20,104.2029296892817,6.602692037986206,5.733500591251578,2.8,4.0
An,21,103.8546007087063,6.8071250732843005,5.226652383172663,2.8,4.0
"South Africa

General Government",0,100.0,5.0,2.0,0.0,0.0
"South Africa

General Government",1,98.53651786036713,4.923278526104687,2.11093441783584,0.0,0.0
"South Africa

General Government",2,98.63786718067873,4.887940952129398,1.9433169818314944,0.0,0.0
"South Africa

General Government",3,99.70600091888933,4.46123461095621,1.8572322844196905,0.0,0.0
"South Africa

General Government",4,99.5674810820431,4.443397862664248,1.7543741432447677,0.0,0.0
"South Africa

General Government",5,99.440199399343,4.261025451010511,1.6427006187584723,0.0,0.0
"South Africa

General Government",6,98.71496307859526,4.211288736671664,1.4396449787723185,0.0,0.0
"South Africa

General Government",7,99.28026561679579,4.169883213935077,1.6234672893534818,0.0,0.0
"South Africa

General Government",8,100.7081241701141,4.421336684412865,1.7020118042489334,0.0,0.0
"South Africa

General Government",9,100.4615095651788,4.315918610980736,1.754589392694265,0.0,0.0
"South Africa

General Government",10,101.08298816731073,4.043972460583789,1.9377771296284896,0.0,0.0
"South Africa

General Government",11,94.00717899559898,8.243972460583787,4.73777712962849,0.0,0.0
"South Africa

General Government",12,95.76355160579476,8.346851975108121,4.712307431446546,0.0,0.0
"South Africa

General Government",13,97.14116669378548,8.464409675677617,4.520897139859925,0.0,0.0
"South Africa

General Government",14,96.37519863652894,8.26427366961769,4.7594252762151745,0.0,0.0
"South Africa

General Government",15,97.48122880700261,7.73553532004961,4.839366203042352,0.0,0.0
"South Africa

General Government",16,98.5925034879348,5.437493546657507,5.232101371779607,2.8,4.0
"South Africa

General Government",17,97.75050521417985,5.391243921578664,4.7799201023482745,2.8,4.0
"South Africa

General Government",18,98.80777589884873,5.42212372661532,4.913193817535431,2.8,4.0
"South Africa

General Government",19,98.98666818781788,5.51323192700384,4.635821000917701,2.8,4.0
"South Africa

General Government",20,100.78988464665305,5.592948822576213,4.061072238766993,2.8,4.0
"South Africa

General Government",21,100.91155111779648,5.3587144359138925,3.660741590403968,2.8,4.0
"Public Sector

Turkey
Belgium

General Government

Total",0,100.0,5.0,2.0,0.0,0.0
"Public Sector

Turkey
Belgium

General Government

Total",1,98.83422270471317,4.968542433115239,2.2021331827183714,0.0,0.0
"Public Sector

Turkey
Belgium

General Government

Total",2,99.30395508992098,4.737116457231731,2.289607176335925,0.0,0.0
"Public Sector

Turkey
Belgium

General Government

Total",3,99.69527910935867,5.126697286403566,2.6787293205760276,0.0,0.0
"Public Sector

Turkey
Belgium

General Government

Total",4,100.35005984517116,5.2404357014345075,2.6283715803725336,0.0,0.0
"Public Sector

Turkey
Belgium

General Government

Total",5,101.09373158153011,5.200103744639162,2.762457089975597,0.0,0.0
"Public Sector

Turkey
Belgium

General Government

Total",6,102.08134288887386,5.259428567395282,2.6199089331714434,0.0,0.0
"Public Sector

Turkey
Belgium

General Government

Total",7,101.58575819085154,5.237546953142662,2.8623127893916402,0.0,0.0
"Public Sector

Turkey
Belgium

General Government

Total",8,100.83997779532997,5.323955226148079,2.8446963018181375,0.0,0.0
"Public Sector

Turkey
Belgium

General Government

Total",9,100.81203226709663,4.761641422538458,3.2947237804307687,0.0,0.0
"Public Sector

Turkey
Belgium

General Government

Total",10,102.7294701265661,4.801850148281333,3.6139088850314884,0.0,0.0
"Public Sector

Turkey
Belgium

General Government

Total",11,95.53840721770646,9.001850148281331,6.413908885031488,0.0,0.0
"Public Sector

Turkey
Belgium

General Government

Total",12,95.04764098811829,9.090440307395307,7.089804369532776,0.0,0.0
"Public Sector

Turkey
Belgium

General Government

Total",13,95.87224817816082,8.849606911275792,7.285909829771357,0.0,0.0
"Public Sector

Turkey
Belgium

General Government

Total",14,96.69471644288694,8.667285427188443,7.528471516454447,0.0,0.0
"Public Sector

Turkey
Belgium

General Government

Total",15,96.36963476677548,8.466389572154963,7.2463876540357735,0.0,0.0
"Public Sector

Turkey
Belgium

General Government

Total",16,97.36202786069543,6.078588497115673,7.6799160948187515,2.8,4.0
"Public Sector

Turkey
Belgium

General Government

Total",17,97.24647224901263,6.013039983946215,7.0872777192128975,2.8,4.0
"Public Sector

Turkey
Belgium

General Government

Total",18,96.79041869380438,5.821738763918303,7.137410228649706,2.8,4.0
"Public Sector

Turkey
Belgium

General Government

Total",19,98.31355175058529,5.654725273405439,7.025583293290268,2.8,4.0
"Public Sector

Turkey
Belgium

General Government

Total",20,98.17498446160121,5.652793001507948,6.589745013229853,2.8,4.0
"Public Sector

Turkey
Belgium

General Government

Total",21,98.90793366105667,5.973559942717393,6.069910596016835,2.8,4.0
Ziraat,0,100.0,5.0,2.0,0.0,0.0
Ziraat,1,101.36931886231966,5.170955743162648,1.8818608047897234,0.0,0.0
Ziraat,2,101.25763669041193,5.373518004868023,2.186289186686619,0.0,0.0
Ziraat,3,102.069884165004,5.38848134482471,2.1459315438373094,0.0,0.0
Ziraat,4,103.1992714779977,5.3560525421026535,2.3409651049299858,0.0,0.0
Ziraat,5,102.99212458232238,5.011966420804092,1.5964900971301281,0.0,0.0
Ziraat,6,102.4302342117365,5.192439593446307,1.8413392193633327,0.0,0.0
Ziraat,7,100.32792548561204,5.56505884269963,1.7415172899202398,0.0,0.0
Ziraat,8,99.33978732643367,5.624981009005238,2.3905415791614337,0.0,0.0
Ziraat,9,98.8967272260616,5.526895031460974,2.0875272189602994,0.0,0.0
Ziraat,10,97.53509005305156,5.420414807316218,1.4611100345574057,0.0,0.0
Ziraat,11,90.70763374933794,9.620414807316218,4.261110034557405,0.0,0.0
Ziraat,12,90.93239412194625,9.791029872180822,3.657346887890373,0.0,0.0
Ziraat,13,91.06013648400582,9.72469575281229,3.448700605968529,0.0,0.0
Ziraat,14,91.4132172114896,9.77998114879223,3.094930100376395,0.0,0.0
Ziraat,15,91.06401996967904,9.622144513853323,2.832156150964529,0.0,0.0
Ziraat,16,93.71954624983393,7.462292570319489,2.896021294744584,2.8,4.0
Ziraat,17,94.19566489527996,7.616144916193296,2.577945752122036,2.8,4.0
Ziraat,18,96.30875480592677,7.8500162138708145,2.911685161219377,2.8,4.0
Ziraat,19,96.61405809640934,7.878409096288317,2.7335969670978506,2.8,4.0
Ziraat,20,96.77823624798158,7.837696295488783,2.746561208317033,2.8,4.0
Ziraat,21,96.03581937173182,7.714931811657469,2.709300134318294,2.8,4.0
Additional,0,100.0,5.0,2.0,0.0,0.0
Additional,1,99.62339227408796,4.72030391993896,2.160982369577237,0.0,0.0
Additional,2,98.91393481385411,4.582234147147749,2.5121324691603397,0.0,0.0
Additional,3,97.757800684992,4.734759002718972,2.4308471476690716,0.0,0.0
Additional,4,97.63575577423785,4.700167737918321,2.1190253669288066,0.0,0.0
Additional,5,97.0585087940323,4.9453200795105,2.488031399296103,0.0,0.0
Additional,6,95.99627682154618,4.936662362790654,1.92027239916365,0.0,0.0
Additional,7,97.28307998024056,5.10396929965699,1.9331091620516445,0.0,0.0
Additional,8,96.55449653302891,5.21077379675145,2.1140539758765056,0.0,0.0
Additional,9,95.55015968049506,5.2194396654343365,1.4969187509510067,0.0,0.0
Additional,10,95.99351733370654,5.260485686557561,1.4428345417202877,0.0,0.0
Additional,11,89.27397112034707,9.460485686557561,4.2428345417202875,0.0,0.0
Additional,12,90.0294144362845,9.277984037426513,4.951419162328728,0.0,0.0
Additional,13,91.37733132116281,9.447119778884856,4.669209276732644,0.0,0.0
Additional,14,92.79050309101382,9.484561536668105,4.291260821322108,0.0,0.0
Additional,15,92.89390636298201,9.442373157985923,3.922522827054728,0.0,0.0
Additional,16,94.10580817273535,7.446497560938155,4.741234320556743,2.8,4.0
Additional,17,93.91662350125647,7.668643928567677,4.667830151164884,2.8,4.0
Additional,18,94.70889112395666,7.604967214426209,5.011307199117238,2.8,4.0
Additional,19,97.2147869473547,7.710768099395118,4.995356661790397,2.8,4.0
Additional,20,96.8170523696712,7.439775766502693,4.989228708305069,2.8,4.0
Additional,21,96.62193584669832,6.79297672739745,4.77847711177869,2.8,4.0
Loan,0,100.0,5.0,2.0,0.0,0.0
Loan,1,99.55419429490358,4.897150493198378,2.3537560410221987,0.0,0.0
Loan,2,99.84567393837071,5.019220319637151,2.2880629375020543,0.0,0.0
Loan,3,99.60104161295216,5.0891584414481255,2.136853120880134,0.0,0.0
Loan,4,99.82529646011284,5.253240094895588,2.79689116045044,0.0,0.0
Loan,5,99.33206330958366,5.363462324970954,3.0315545223205516,0.0,0.0
Loan,6,100.62665366315879,5.644608027971422,2.7344217125834063,0.0,0.0
Loan,7,99.80919447397889,5.65820032602674,3.36437338666514,0.0,0.0
Loan,8,101.49561898036039,5.311502078891273,3.1000429078584983,0.0,0.0
Loan,9,102.99767536443892,5.302113791569816,3.3904628998885737,0.0,0.0
Loan,10,102.82567012158603,5.461805854799566,3.2797708145383973,0.0,0.0
Loan,11,95.627873213075,9.661805854799566,6.0797708145383975,0.0,0.0
Loan,12,94.88334949158626,9.740398337032515,6.536564612199735,0.0,0.0
Loan,13,93.72389108968389,9.556482286189047,6.539590153643268,0.0,0.0
Loan,14,95.03791830717954,9.709086568013724,6.573216965251369,0.0,0.0
Loan,15,94.3124245179524,9.600856502488917,6.679448147702322,0.0,0.0
Loan,16,94.87565780104353,7.221420822477267,7.380970221320262,2.8,4.0
Loan,17,94.64404651012687,7.388448717500191,7.6767651062256,2.8,4.0
Loan,18,96.0356941001073,7.3130152672944,7.387105625948468,2.8,4.0
Loan,19,97.89192300775356,7.69111235503833,7.509454386843733,2.8,4.0
Loan,20,97.2785941157012,7.830200178224655,7.735699920125841,2.8,4.0
Loan,21,97.63195447227767,8.394739708835617,7.195417979229995,2.8,4.0
Smart Quarantine,0,100.0,5.0,2.0,0.0,0.0
Smart Quarantine,1,100.27674088864353,4.865849690353208,1.533278502008951,0.0,0.0
Smart Quarantine,2,98.60996164395368,5.009323636545454,1.5067043425382094,0.0,0.0
Smart Quarantine,3,99.8901995758564,4.985144144056262,1.3439834310703735,0.0,0.0
Smart Quarantine,4,98.71881699860427,4.663174675634654,1.4465199762461873,0.0,0.0
Smart Quarantine,5,99.87176277228221,4.682636214162501,1.2043260223991457,0.0,0.0
Smart Quarantine,6,101.2936556499223,4.41615635046724,1.2541231212524662,0.0,0.0
Smart Quarantine,7,98.90789478627963,4.613818978583982,1.107881025406951,0.0,0.0
Smart Quarantine,8,98.80536007152408,4.8455442173303,0.8432968844919895,0.0,0.0
Smart Quarantine,9,99.3869454941674,5.15992909381387,0.960905379637533,0.0,0.0
Smart Quarantine,10,100.17290322219237,5.1417946714939315,1.1577648657084496,0.0,0.0
Smart Quarantine,11,93.1607999966389,9.34179467149393,3.9577648657084494,0.0,0.0
Smart Quarantine,12,92.73283344560666,9.459613422404287,4.630266069095314,0.0,0.0
Smart Quarantine,13,91.98005039881595,9.175905452337716,4.282012424482708,0.0,0.0
Smart Quarantine,14,93.79811850639436,9.171147598563879,4.889299080794239,0.0,0.0
Smart Quarantine,15,92.83187320189788,8.89992921455184,4.946617088630658,0.0,0.0
Smart Quarantine,16,93.55616553641664,6.378650960754307,5.474957839738295,2.8,4.0
Smart Quarantine,17,93.08863878563243,6.430787661827364,5.41743804908363,2.8,4.0
Smart Quarantine,18,93.30799807764103,6.448246276782704,5.157604217407611,2.8,4.0
Smart Quarantine,19,93.85775597657339,6.402293765400829,4.750001586705162,2.8,4.0
Smart Quarantine,20,94.30643767174791,6.562781366970171,4.998177686253264,2.8,4.0
Smart Quarantine,21,94.4288570955276,6.836661748567231,5.134431676392538,2.8,4.0
"Government
Level
General Government

Czech Republic
Denmark

General Government",0,100.0,5.0,2.0,0.0,0.0
"Government
Level
General Government

Czech Republic
Denmark

General Government",1,100.21265236563922,4.707379813857293,1.629604572046985,0.0,0.0
"Government
Level
General Government

Czech Republic
Denmark

General Government",2,101.16353769167091,4.747736829688204,2.111074786985796,0.0,0.0
"Government
Level
General Government

Czech Republic
Denmark

General Government",3,101.1759926206499,4.871866711620182,1.8958404861573133,0.0,0.0
"Government
Level
General Government

Czech Republic
Denmark

General Government",4,100.48698773204023,5.102315501745784,1.8283496075403058,0.0,0.0
"Government
Level
General Government

Czech Republic
Denmark

General Government",5,102.67711173504696,5.189435556088007,1.8381035989712418,0.0,0.0
"Government
Level
General Government

Czech Republic
Denmark

General Government",6,102.84641043054816,4.919067736803808,1.709079000037396,0.0,0.0
"Government
Level
General Government

Czech Republic
Denmark

General Government",7,99.82220459716899,4.526817201508908,1.4116664748053032,0.0,0.0
"Government
Level
General Government

Czech Republic
Denmark

General Government",8,99.12171599274343,4.472652022219274,1.0982863942412322,0.0,0.0
"Government
Level
General Government

Czech Republic
Denmark

General Government",9,99.26774129274591,4.815292752549316,1.132806766656041,0.0,0.0
"Government
Level
General Government

Czech Republic
Denmark

General Government",10,99.19613803647532,5.162895383816746,0.8097439123028933,0.0,0.0
"Government
Level
General Government

Czech Republic
Denmark

General Government",11,92.25240837392204,9.362895383816745,3.609743912302893,0.0,0.0
"Government
Level
General Government

Czech Republic
Denmark

General Government",12,93.39046049726198,9.535020246722432,3.849443036986881,0.0,0.0
"Government
Level
General Government

Czech Republic
Denmark

General Government",13,92.51687982872834,9.588449390177209,3.8032265796796363,0.0,0.0
"Government
Level
General Government

Czech Republic
Denmark

General Government",14,93.32145599579577,9.336729639926656,3.858232220821548,0.0,0.0
"Government
Level
General Government

Czech Republic
Denmark

General Government",15,93.36819441910058,9.12084600428998,3.592190225837126,0.0,0.0
"Government
Level
General Government

Czech Republic
Denmark

General Government",16,95.34439275410709,6.895291852916953,4.088227543108136,2.8,4.0
"Government
Level
General Government

Czech Republic
Denmark

General Government",17,94.07030853104257,6.7935528178054545,4.054745124300216,2.8,4.0
"Government
Level
General Government

Czech Republic
Denmark

General Government",18,93.5513430794252,6.732749347387957,3.834689377325955,2.8,4.0
"Government
Level
General Government

Czech Republic
Denmark

General Government",19,93.6756006052228,6.657279700412054,3.7246400031901117,2.8,4.0
"Government
Level
General Government

Czech Republic
Denmark

General Government",20,94.84072355295434,6.676695977292718,3.355684311531216,2.8,4.0
"Government
Level
General Government

Czech Republic
Denmark

General Government",21,95.43141671221599,6.785810149294292,3.169742050647041,2.8,4.0
Insurance,0,100.0,5.0,2.0,0.0,0.0
Insurance,1,99.93924468348528,5.073568129576234,1.9285755523905794,0.0,0.0
Insurance,2,101.5258923695846,4.849630555093382,1.71891384997126,0.0,0.0
Insurance,3,101.02090222794064,4.969051293933318,1.9692802680204804,0.0,0.0
Insurance,4,100.59461563362639,4.912452198614562,2.1954964168341484,0.0,0.0
Insurance,5,100.6070922163197,4.898204924886177,2.47638314873227,0.0,0.0
Insurance,6,100.96786425903659,4.481541783398522,3.036823237736776,0.0,0.0
Insurance,7,99.7339977338397,4.419989695054172,3.0728074978965396,0.0,0.0
Insurance,8,99.5259366841011,4.303242691856479,2.7128043199459064,0.0,0.0
Insurance,9,97.98872245145282,4.414379682526324,2.377726915464918,0.0,0.0
Insurance,10,99.17460128181551,4.3365634044172525,2.4234677459483813,0.0,0.0
Insurance,11,92.23237919208842,8.536563404417251,5.223467745948382,0.0,0.0
Insurance,12,92.37767759061873,8.675974580750678,5.835823239074603,0.0,0.0
Insurance,13,93.82427839051626,8.39972494126383,5.606582008307368,0.0,0.0
Insurance,14,93.70459339658804,8.551986781353747,5.459125608496123,0.0,0.0
Insurance,15,93.2506079134717,8.300019748385376,5.756464032209316,0.0,0.0
Insurance,16,94.22171196065509,6.204844678645877,5.999737163343473,2.8,4.0
Insurance,17,93.97287299229623,6.422544632972079,5.851495471717918,2.8,4.0
Insurance,18,94.29718892673947,6.748780464254413,6.182186425982569,2.8,4.0
Insurance,19,93.68779135257566,6.671202186863299,6.077532372731368,2.8,4.0
Insurance,20,94.62075061966384,6.78503921350664,5.839400325327199,2.8,4.0
Insurance,21,94.88778256988996,7.1771794117976535,5.781310915733191,2.8,4.0
Travel Agency Guarantee Program,0,100.0,5.0,2.0,0.0,0.0
Travel Agency Guarantee Program,1,100.17283783707302,5.2470784302345,1.9665429579496532,0.0,0.0
Travel Agency Guarantee Program,2,100.54711961871689,5.309833326703504,1.5992974915300846,0.0,0.0
Travel Agency Guarantee Program,3,99.27506737964285,5.33568615065127,1.9371568429949653,0.0,0.0
Travel Agency Guarantee Program,4,99.1298740895186,5.203468098064835,1.642660442300695,0.0,0.0
Travel Agency Guarantee Program,5,98.46622407457613,5.3776167791845335,1.5512654145701232,0.0,0.0
Travel Agency Guarantee Program,6,98.60495285437645,5.07823972866907,1.227393129948057,0.0,0.0
Travel Agency Guarantee Program,7,99.40814161560562,5.234713785415955,1.0705173133326131,0.0,0.0
Travel Agency Guarantee Program,8,99.96245796982419,5.443726705066352,1.0839875922339246,0.0,0.0
Travel Agency Guarantee Program,9,98.74407326247662,5.448072496822194,1.261442002118826,0.0,0.0
Travel Agency Guarantee Program,10,99.08058475267876,5.412682562052449,1.6825623059802532,0.0,0.0
Travel Agency Guarantee Program,11,92.14494381999124,9.612682562052449,4.482562305980253,0.0,0.0
Travel Agency Guarantee Program,12,91.78060438647995,9.46185177812175,4.22049324939996,0.0,0.0
Travel Agency Guarantee Program,13,93.15433774550594,9.415659234075536,4.382161998232603,0.0,0.0
Travel Agency Guarantee Program,14,92.9576544768229,9.091225916274738,3.704666730270279,0.0,0.0
Travel Agency Guarantee Program,15,92.61904494854866,8.929368977478177,3.9466263059216113,0.0,0.0
Travel Agency Guarantee Program,16,94.72625925413536,6.8063948575954765,4.353560184777835,2.8,4.0
Travel Agency Guarantee Program,17,96.97536926660072,7.056325683811992,4.447126085341616,2.8,4.0
Travel Agency Guarantee Program,18,98.79087166661506,6.661805906284235,4.97507942650169,2.8,4.0
Travel Agency Guarantee Program,19,97.53638577740739,6.372081249526125,5.334491957584418,2.8,4.0
Travel Agency Guarantee Program,20,97.57849250997137,6.7547464263383,5.621076235107021,2.8,4.0
Travel Agency Guarantee Program,21,98.38483691250465,6.987103991868881,5.453110435769336,2.8,4.0
Export,0,100.0,5.0,2.0,0.0,0.0
Export,1,99.91201347550678,5.047779946552243,2.5193375535602494,0.0,0.0
Export,2,100.64633154705132,5.16613793023976,2.3096008049152075,0.0,0.0
Export,3,97.91641863197152,5.349232764128501,2.8542051456802753,0.0,0.0
Export,4,98.64948697111016,5.463602195067686,2.613301739724719,0.0,0.0
Export,5,98.13176693782982,5.538817911725941,3.170344077562171,0.0,0.0
Export,6,99.20933120384908,5.646396946090311,3.2904991193859248,0.0,0.0
Export,7,100.80357194779934,5.772666561849854,3.8064973532225506,0.0,0.0
Export,8,98.54039490305594,5.81861252088836,3.4484070184674787,0.0,0.0
Export,9,97.70144188088807,5.651953155798313,3.6813632044450486,0.0,0.0
Export,10,96.9754317945065,5.785942942625166,4.0096362289463885,0.0,0.0
Export,11,90.18715156889104,9.985942942625165,6.809636228946388,0.0,0.0
Export,12,89.7900030171277,9.955077219957582,7.120552576089004,0.0,0.0
Export,13,89.78938464525257,9.90254665331389,6.402561640826693,0.0,0.0
Export,14,90.90078958614772,9.636796105945947,6.475601201762336,0.0,0.0
Export,15,90.56148937506045,9.895112321401971,6.372099543570778,0.0,0.0
Export,16,92.28531989951016,7.716322438616983,6.854932805306698,2.8,4.0
Export,17,93.90200100466926,7.827142423842617,6.840574240475829,2.8,4.0
Export,18,93.81357539162954,7.884583833289908,7.488602876405742,2.8,4.0
Export,19,93.15629573712877,8.014612909878824,7.745971037083324,2.8,4.0
Export,20,94.34089933936936,8.051464383513748,7.17670157665236,2.8,4.0
Export,21,94.6864145661063,8.02502430939769,7.070978711643735,2.8,4.0
Scandinavian Airlines,0,100.0,5.0,2.0,0.0,0.0
Scandinavian Airlines,1,101.1826867436115,5.129800795596939,1.6454402018180176,0.0,0.0
Scandinavian Airlines,2,102.77396495391179,4.932884241507388,2.0171249677294645,0.0,0.0
Scandinavian Airlines,3,102.9631171189481,4.723063599258531,2.0764910476988607,0.0,0.0
Scandinavian Airlines,4,101.88967233330268,4.756520742068093,2.261779362164114,0.0,0.0
Scandinavian Airlines,5,102.89879310967,4.668820220691805,3.017275089171342,0.0,0.0
Scandinavian Airlines,6,101.97307387220951,4.657099883514786,3.016699847582569,0.0,0.0
Scandinavian Airlines,7,102.51578533330219,4.50022756119403,2.7977608860332603,0.0,0.0
Scandinavian Airlines,8,101.68506766944934,4.529055956614175,2.851228382607088,0.0,0.0
Scandinavian Airlines,9,101.97431488979849,4.290561711772179,2.763278833232925,0.0,0.0
Scandinavian Airlines,10,102.51692039945047,4.532922195692567,2.3630070476433507,0.0,0.0
Scandinavian Airlines,11,95.34073597148893,8.732922195692566,5.163007047643351,0.0,0.0
Scandinavian Airlines,12,93.74701347881614,8.614150237583871,5.248314802073725,0.0,0.0
Scandinavian Airlines,13,95.31360693754395,8.722386381744458,4.620386044095891,0.0,0.0
Scandinavian Airlines,14,94.96698537110234,8.737584810190627,5.263349416127988,0.0,0.0
Scandinavian Airlines,15,96.41206093434191,8.674034592360515,5.542102585662159,0.0,0.0
Scandinavian Airlines,16,96.81216334416368,6.128771025463129,5.752042466838165,2.8,4.0
Scandinavian Airlines,17,98.89884888084583,5.911199295959531,6.182740662281059,2.8,4.0
Scandinavian Airlines,18,99.097943036868,5.577590597937538,5.614439042565971,2.8,4.0
Scandinavian Airlines,19,100.62539999533112,5.425804077149558,5.314923634423109,2.8,4.0
Scandinavian Airlines,20,101.07849001884115,5.186942922029368,5.219022714402507,2.8,4.0
Scandinavian Airlines,21,101.43295906279475,5.083176254978543,4.764785685623231,2.8,4.0
Finnish Industry,0,100.0,5.0,2.0,0.0,0.0
Finnish Industry,1,101.00139661687888,4.940311419744175,2.1759164036729195,0.0,0.0
Finnish Industry,2,100.13932924546414,5.216819740554065,1.3414188477035869,0.0,0.0
Finnish Industry,3,100.09880112001132,4.8818403665411445,0.7167833512812862,0.0,0.0
Finnish Industry,4,99.77197747926564,4.6255852108881506,0.6609417278501978,0.0,0.0
Finnish Industry,5,100.5240514220356,4.782382205217386,0.6291244605705858,0.0,0.0
Finnish Industry,6,100.7312584857414,5.007841964272748,1.0320446159921017,0.0,0.0
Finnish Industry,7,99.39042324255516,4.810120669639335,1.027821904686151,0.0,0.0
Finnish Industry,8,99.08473437104392,4.5228908681465905,0.4646736112418295,0.0,0.0
Finnish Industry,9,99.70756767892388,4.206612441431819,0.2190397957519991,0.0,0.0
Finnish Industry,10,99.94364717523487,4.264649786965596,0.17225877592554217,0.0,0.0
Finnish Industry,11,92.94759187296843,8.464649786965595,2.972258775925542,0.0,0.0
Finnish Industry,12,95.62431694618931,8.687059770257859,3.019391906819363,0.0,0.0
Finnish Industry,13,95.6567081072647,8.768388935562589,3.1430430602868875,0.0,0.0
Finnish Industry,14,98.05451896497323,8.698355106060923,2.970233936654658,0.0,0.0
Finnish Industry,15,99.62733461517217,8.730521328427098,2.8165291681293043,0.0,0.0
Finnish Industry,16,101.59114634707446,6.1751526938908405,3.4653976997868954,2.8,4.0
Finnish Industry,17,100.29314518976548,6.222687527395808,3.5385608726705966,2.8,4.0
Finnish Industry,18,100.2779303951816,5.960899229175663,3.4442856331004945,2.8,4.0
Finnish Industry,19,98.20627775134732,5.820287491494006,3.586716153139886,2.8,4.0
Finnish Industry,20,99.1774150610731,6.11880136054401,2.843656431754813,2.8,4.0
Finnish Industry,21,98.93117726534417,6.012405549281348,2.977655489744216,2.8,4.0
Finnish Minerals,0,100.0,5.0,2.0,0.0,0.0
Finnish Minerals,1,101.65751740001699,5.025149385021933,1.9178946690176852,0.0,0.0
Finnish Minerals,2,102.83839739011269,5.343510150941876,2.122729703667577,0.0,0.0
Finnish Minerals,3,101.59764750471781,4.904718186891883,1.9488434958513043,0.0,0.0
Finnish Minerals,4,100.9827648843679,4.941975285028661,1.5167149620878952,0.0,0.0
Finnish Minerals,5,100.23480131113872,4.826424530536353,1.6941148368508308,0.0,0.0
Finnish Minerals,6,99.2980433237873,4.730511622932651,1.9577599359319828,0.0,0.0
